source,title,description,text,url,keyword,published_date
Naturalnews.com,"House passes $9.4 billion rescissions bill slashing NPR, PBS, USAID funding","The U.S. House narrowly approved a bill on June 12 cutting $9.4 billion from public broadcasting and foreign aid, marking the first implementation of recommendations from DOGE. The bill includes $8.3 billion in cuts to USAID programs, such as refugee aid, gen…","<ul><li>The U.S. House narrowly approved a bill on June 12 cutting $9.4 billion from public broadcasting and foreign aid, marking the first implementation of recommendations from DOGE.</li><li>The bi… [+5067 chars]",https://www.naturalnews.com/2025-06-16-house-passes-bill-slashing-npr-pbs-usaid-funding.html,usaid funding,2025-06-16 06:00:00+00:00
New York Post,Bill Gates pleaded with Marco Rubio to reverse Elon Musk’s DOGE cuts to USAID: report,"Gates, the Microsoft co-founder and philanthropist who has been vocal in his opposition to cuts made by Musk's Department of Government Efficiency.","Bill Gates paid a secret visit to the White House on Friday to personally plead with Secretary of State Marco Rubio to reverse cuts to foreign aid that were spearheaded by tech rival Elon Musk, accor… [+3564 chars]",https://nypost.com/2025/06/10/business/bill-gates-begged-marco-rubio-to-undo-elon-musks-usaid-cuts/,usaid funding,2025-06-10 14:23:28+00:00
Consequence.net,Joe Rogan Pisses Off His Audience By Having Bono as a Guest,"Rogan fans were not thrilled about the booking of U2's frontman.
Joe Rogan Pisses Off His Audience By Having Bono as a Guest
Jo Vito","Joe Rogan is used to catching heat for having controversial guests on his podcast, but this week he apparently crossed a line with many of his own fans by interviewing U2 frontman Bono.
The Irish si… [+1551 chars]",https://consequence.net/2025/05/joe-rogan-bono-angry-fans/,usaid funding,2025-05-31 22:45:08+00:00
Vox,Bill Gates shows what the end of perpetual philanthropy looks like,"For the last quarter-century, Bill Gates has been the donor behind what has long been one of the nation’s largest private philanthropic foundations, a behemoth that has long dwarfed nearly all other charitable institutions.  The Gates Foundation, in its commi…","For the last quarter-century, Bill Gates has been the donor behind what has long been one of the nations largest private philanthropic foundations, a behemoth that has long dwarfed nearly all other c… [+11755 chars]",https://www.vox.com/future-perfect/414135/bill-gates-foundation-philanthropy-elon-musk-billionaire,usaid funding,2025-05-22 21:43:40+00:00
Forbes,Career Advice For Unemployed Social Impact Workers Hit By Federal Cuts,"US government-related layoffs have impacted thousands of public, private & nonprofit workers concerned with social impact. Advice on pivoting to build a new career.",Many people take jobs in the federal government or with organizations that receive government funding because want their work to create positive social impact. Many such workers have been laid off fr… [+4568 chars],https://www.forbes.com/sites/davidhessekiel/2025/06/13/career-advice-for-unemployed-social-impact-workers-hit-by-federal-cuts/,usaid funding,2025-06-13 13:36:57+00:00
RT,MEPs urge Brussels to cut all funding for Budapest,Members of the European Parliament have urged a full freeze of Hungary’s EU funding for violating ‘values’ Read Full Article at RT.com,Over 20 members of the European Parliament have urged the European Commission to immediately freeze all EU funding to Hungary as a means of putting pressure on Prime Minister Viktor Orban’s governmen… [+2365 chars],https://www.rt.com/news/618035-hungary-eu-funding-letter/,usaid funding,2025-05-23 09:30:13+00:00
The Daily Caller,Mike Benz Reveals Hidden Ties Between Intel Agencies And Ivy League Institutions,"Mike Benz has revealed Thursday a long-standing, covert collaboration between top U.S. intelligence agencies and Ivy League institutions.","Former State Department official Mike Benz revealed Thursday what he said was a long-standing and covert collaboration between top U.S. intelligence agencies and Ivy League institutions.
In his podc… [+3535 chars]",https://dailycaller.com/2025/06/05/mike-benz-intel-agency-ivy-league/,usaid funding,2025-06-06 01:29:58+00:00
NPR,All the ways the Trump administration is going after colleges and universities,"In seeking to reshape elite universities, the Trump administration is using several tactics, including freezing federal grants and contracts, and threatening colleges' tax-exempt status.",A federal judge has once again stepped in to block the latest assault on Harvard University by the Trump administration part of a larger escalation in the conflict between the president and elite col… [+10648 chars],https://www.npr.org/2025/06/10/nx-s1-5424450/ways-trump-administration-is-going-after-colleges,usaid funding,2025-06-10 09:00:00+00:00
MSNBC,"Codifying DOGE cuts, Republicans vote to claw back foreign aid, NPR and PBS funds","On Capitol Hill, it’s common for lawmakers to approve funding measures, but it’s more unusual to see members un-approve funding through rescissions packages.","On Capitol Hill, its common for lawmakers to approve funding measures, but its far more unusual to see members un-approve funding measures. With this in mind, the latest NBC News report from Capitol … [+3731 chars]",https://www.msnbc.com/rachel-maddow-show/maddowblog/codifying-doge-cuts-republicans-vote-claw-back-foreign-aid-npr-pbs-fun-rcna212887,usaid funding,2025-06-13 16:21:08+00:00
Daily Signal,‘NO EXCUSE’: Republicans Must Put Their Money Where Their Mouth Is and Pass DOGE Cuts,"There has never been a more appropriate application of the phrase “put your money where your mouth is” than the vote House Republicans are preparing... Read More
The post ‘NO EXCUSE’: Republicans Must Put Their Money Where Their Mouth Is and Pass DOGE Cuts ap…",There has never been a more appropriate application of the phrase put your money where your mouth is than the vote House Republicans are preparing to take this afternoon on the $9.4 billion rescissio… [+4817 chars],https://www.dailysignal.com/2025/06/12/no-excuse-republicans-must-put-their-money-where-their-mouth-is-and-pass-doge-cuts/,usaid funding,2025-06-12 17:41:21+00:00
Jenhatmaker.com,Dear Rest of the World,"Dear Rest of the World, Greetings from America where our president has threatened to commit ethnic cleansing in Gaza, challenged the sovereignty of our closest allies, issued an EO to end birthright citizenship for children of non-citizens, and dismantled the…","Dear Rest of the World,
Greetings from America where our president has threatened to commit ethnic cleansing in Gaza, challenged the sovereignty of our closest allies, issued an EO to end birthright… [+5803 chars]",https://jenhatmaker.com/dear-rest-of-the-world/,usaid funding,2025-05-19 15:43:17+00:00
Al Jazeera English,Why are humanitarian crises in African countries so ignored?,The latest Most Neglected Crises report on world's most invisible humanitarian emergencies lists African nations first.,"African countries have again topped the list of the worlds most ignored crises, with nearly all of the worst-funded humanitarian challenges located in the continent in 2024, according to a new study … [+12532 chars]",https://www.aljazeera.com/news/2025/6/3/why-are-humanitarian-crises-in-african-countries-so-ignored,usaid funding,2025-06-03 08:05:37+00:00
Al Jazeera English,‘Not really leaving’: Trump bids goodbye to Elon Musk at White House event,"The billionaire's exit from DOGE throws the panel's future into uncertainty, but Musk says he will remain an 'adviser'.","United States President Donald Trump has bid goodbye to Elon Musk at a White House event marking the billionaires departure from his role in government.
Speaking from the Oval Office on Friday, Trum… [+4818 chars]",https://www.aljazeera.com/news/2025/5/30/not-really-leaving-trump-bids-goodbye-to-elon-musk-at-white-house-event,usaid funding,2025-05-30 21:14:01+00:00
Forbes,Musk And Trump Will Hold Press Conference Today—Here’s What He Accomplished,Musk and Trump will hold a joint press conference at 1:30 p.m.,"Elon Musk departs the White House Friday after a brief but wildly controversial run marked by contradictory reports of his success leading the Department of Government Efficiency.
Elon Musk waves as… [+4563 chars]",https://www.forbes.com/sites/saradorn/2025/05/30/musk-and-trump-will-hold-press-conference-today-heres-what-he-accomplished/,usaid funding,2025-05-30 17:42:56+00:00
Forbes,More Colleges Freeze Hiring And Suspend Salary Increases,Johns Hopkins joins a growing list of schools cutting wage increases.,"Colleges and universities continue to look for ways to cut spending because of the Trump Administrations policies towards higher education.
One June 2nd, Johns Hopkins University announced a set of … [+3777 chars]",https://www.forbes.com/sites/paulweinstein/2025/06/06/more-colleges-freeze-hiring-and-suspend-salary-increases/,usaid funding,2025-06-07 03:18:27+00:00
Daily Signal,House Rescissions Seen as a Make-Or-Break Chance to Codify DOGE,"House Republicans on Thursday will face perhaps the greatest test yet of whether they mean business about decreasing the size of the federal government. The... Read More
The post House Rescissions Seen as a Make-Or-Break Chance to Codify DOGE appeared first o…","House Republicans on Thursday will face perhaps the greatest test yet of whether they mean business about decreasing the size of the federal government.
The House Republican Conference will vote on … [+4251 chars]",https://www.dailysignal.com/2025/06/11/house-rescissions-make-break-chance-codify-doge/,usaid funding,2025-06-11 21:50:09+00:00
