keyword,source,author,title,description,content,publishedAt,url
usaid funding,Forbes,"Thomas Brewster, Forbes Staff, 
 Thomas Brewster, Forbes Staff
 https://www.forbes.com/sites/thomasbrewster/",Trump Is Trying To Defund An Agency That Saves Billions In Taxpayer Money,The White House wants to slash the $85 million budget to $0 for the inspector general’s office that focuses on investigating fraud in foreign aid.,"President Trump isn't just trying to get rid of USAID, he has plans to defund the agency that investigates the foreign aid department for fraud, waste and child abuse, among other crimes. (Photo by A… [+6789 chars]",2025-06-13T18:05:21Z,https://www.forbes.com/sites/thomasbrewster/2025/06/13/trump-defunding-an-agency-saving-billions-in-taxpayer-money/
usaid funding,Forbes,"Jim Clash, Contributor, 
 Jim Clash, Contributor
 https://www.forbes.com/sites/jimclash/","Mt. Everest And AHF Celebrated At Explorers Club, Warts And All","With recent cuts to USAID, and dangerous over-crowding on the world’s highest peak, Nepal faces serious challenges. Two Everest experts answer questions about it.","Norbu Tenzing Norgay, left, and Conrad Anker, at The Explorers Club, New York, NY, May 29, 2025.
Jim Clash
Due to the abrupt cuts USAID, many organizations are suffering, trying to shore up new cas… [+4766 chars]",2025-06-06T23:05:04Z,https://www.forbes.com/sites/jimclash/2025/06/06/mt-everest-and-ahf-celebrated-at-explorers-club-warts-and-all/
usaid funding,Forbes,"Kelly Phillips Erb, Forbes Staff, 
 Kelly Phillips Erb, Forbes Staff
 https://www.forbes.com/sites/kellyphillipserb/","House Approves Bill That Would Claw Back $9.4 Billion In Funding, Now Moves To Senate",The House of Representatives voted in favor of a bill to rescind $9.4 billion in funding for public broadcasting (including public radio and public TV) and international aid.,"WASHINGTON, DC - JUNE 9: The U.S, Capitol Building seen at dusk on June 9, 2025 in Washington, DC. (Photo by Kevin Carter/Getty Images)
Getty Images
As expected, the House of Representatives voted … [+4530 chars]",2025-06-13T12:34:37Z,https://www.forbes.com/sites/kellyphillipserb/2025/06/13/house-approves-bill-that-would-claw-back-94-billion-in-funding-now-moves-to-senate/
usaid funding,Snopes.com,Grace Deng,"Debunking Vance, Rubio claim that only 12 cents per dollar of humanitarian assistance reaches beneficiaries","U.S. President Donald Trump's allies often cite false claims to support their dismantling of USAID, the United States' main humanitarian aid agency.","Claim:
People in need have received only 12 cents for every dollar the U.S. government has spent on humanitarian aid. 
On June 7, 2025, U.S. Vice President JD Vance claimed that for every dollar th… [+5646 chars]",2025-06-11T21:12:00Z,https://www.snopes.com//fact-check/vance-rubio-humanitarian-assistance/
usaid funding,CBS News,Kaia  Hubbard,White House asks Congress to claw back $9.4 billion in approved funding,"The package would cancel $9.4 billion in funding that Congress previously appropriated for NPR, PBS and USAID.","Washington — The White House on Tuesday sent a formal request to Congress to claw back funding for NPR, PBS and international aid that lawmakers had previously approved. 
The package would cancel $9… [+3875 chars]",2025-06-03T20:35:22Z,https://www.cbsnews.com/news/white-house-asks-congress-claw-back-funding-rescission-package/
usaid funding,Democracy Now!,webdev@democracynow.org (Democracy Now!),"""Millions of Lives at Risk"": USAID Cuts Lead to Global Rise in Death, Hunger, Poverty and Disease",Secretary of State Marco Rubio has ordered the termination of all remaining overseas employees of USAID to complete the dismantling of the six-decade-old agency. USAID was an early target of Elon Musk and DOGE. We look at the dismantling of USAID and what it …,"This is viewer supported news. Please do your part today.
Donate
Secretary of State Marco Rubio has ordered the termination of all remaining overseas employees of USAID to complete the dismantling … [+985 chars]",2025-06-13T12:45:15Z,https://www.democracynow.org/2025/6/13/us_aid_cuts_international_impact
usaid funding,Business Insider,bmetzger@insider.com (Bryan Metzger),Here's the $9.4 billion in DOGE cuts that Trump is asking Congress to approve,"The foreign aid and public broadcasting cuts could be the first of several ""rescission"" requests sent to Congress in the coming months.","For months, DOGE has been cutting federal spending without consulting Congress. Now, the White House is asking lawmakers to vote to make some of those cuts permanent.
President Donald Trump's Office… [+3469 chars]",2025-06-03T22:10:44Z,https://www.businessinsider.com/doge-cuts-npr-pbs-foreign-aid-request-2025-6
usaid funding,Forbes,"Sverre Alvik, Contributor, 
 Sverre Alvik, Contributor
 https://www.forbes.com/sites/sverrealvik/","Africa Needs More Renewables, So Why Is It Investing In Fossil Fuels?",Sub-Saharan Africa has an energy funding deficit.,"LICHTENBURG, SOUTH AFRICA - MAY 8: A man is seen near the Selemela Solar Power Plant is one of the ... More largest solar power plants on the African continent that contributes to the country's energ… [+6626 chars]",2025-05-20T09:57:16Z,https://www.forbes.com/sites/sverrealvik/2025/05/20/africa-needs-more-renewables-so-why-is-it-investing-in-fossil-fuels/
usaid funding,Gizmodo.com,Matt Novak,‘KILL THE BILL’: Why Elon Musk Is Throwing a Fit Over the Budget,The billionaire oligarch isn't happy with Trump's Big Beautiful Bill.,Elon Musk has spent the past two days tweeting incessantly about the massive budget bill passed in the U.S. House and is currently being worked on in the Senate. The bill is a massive transfer of wea… [+6255 chars],2025-06-05T12:35:32Z,https://gizmodo.com/kill-the-bill-why-elon-musk-is-throwing-a-fit-over-the-budget-2000611308
usaid funding,Forbes,"Michael T. Nietzel, Senior Contributor, 
 Michael T. Nietzel, Senior Contributor
 https://www.forbes.com/sites/michaeltnietzel/",Federal Cuts Force Hiring and Raise Pauses At Johns Hopkins University,Johns Hopkins University has announced several belt-tightening measures to address the financial pressures caused by the Trump administration’s funding cutbacks.,"Johns Hopkins University announces four immediate cost containment measures in an attempt to ... More stabilize ts finances.
getty
The leadership of Johns Hopkins University announced on Monday tha… [+6053 chars]",2025-06-03T10:22:04Z,https://www.forbes.com/sites/michaeltnietzel/2025/06/03/federal-cuts-force-hiring-and-raise-pauses-at-johns-hopkins-university/
usaid funding,Yahoo Entertainment,BABA AHMED,"In Mali, USAID funding cuts hit a local language learning program that empowered thousands","For Aminata Doumbia, an 18-year-old Malian, the “Shifin ni Tagne” project was a path for her life dreams.  A phrase meaning “our future” in the country’s...","MOUNTOUGOULA, Mali (AP) For Aminata Doumbia, an 18-year-old Malian, the Shifin ni Tagne project was a path for her life dreams. A phrase meaning our future in the countrys main local language, it ref… [+5257 chars]",2025-05-21T05:04:07Z,https://www.yahoo.com/news/mali-usaid-funding-cuts-hit-050407390.html
usaid funding,Semafor.com,David Weigel,'He’s gotta go': The MAGA right cheers Musk-Trump rift,The MAGA right declares victory over a South African-born mogul they never trusted.,"The Scene
The Donald Trump-Elon Musk alliance ended like it started, 11 months ago: two of the worlds most influential men, on the social networks that they own, posting about each other.
But on Th… [+6308 chars]",2025-06-06T00:01:31Z,https://www.semafor.com/article/06/05/2025/the-maga-right-declares-victory-over-elon-musk
usaid funding,NBC News,"Ryan Nobles, Frank Thorp V, Sahil Kapur",White House to ask Congress to codify DOGE cuts to USAID and public broadcasting,"Congressional leaders are expecting the White House to send them a package as soon as Tuesday that would claw back $9.4 billion in approved spending, most of it for foreign aid.","WASHINGTON Congressional leaders are expecting the White House to send them a package as soon as Tuesday that would claw back $9.4 billion in approved spending, most of it for foreign aid.
The so-ca… [+3510 chars]",2025-06-03T14:46:38Z,https://www.nbcnews.com/politics/congress/white-house-ask-congress-codify-doge-cuts-usaid-public-broadcasting-rcna210595
usaid funding,Naturalnews.com,Cassie B.,"Rubio terminates all USAID overseas positions, dismantling agency after decades of wasteful spending","Secretary Rubio orders termination of all USAID overseas positions by September, dismantling the agency after decades of operation. The State Department absorbs remaining programs after slashing 83% of USAID initiatives earlier this year. A State Department c…","<ul><li>Secretary Rubio orders termination of all USAID overseas positions by September, dismantling the agency after decades of operation.</li><li>The State Department absorbs remaining programs aft… [+4286 chars]",2025-06-11T06:00:00Z,https://www.naturalnews.com/2025-06-11-rubio-terminates-usaid-overseas-positions.html
usaid funding,Al Jazeera English,Al Jazeera Staff,‘Disgusting abomination’: Why is Elon Musk slamming Trump’s budget bill?,"Musk's criticism underscores the divide among conservatives over the bill, which could ramp up US debt.","Billionaire Elon Musk has lashed out at United States President Donald Trumps budget bill, describing it as a disgusting abomination, less than a week after he left the administration and at a time w… [+5792 chars]",2025-06-04T12:17:32Z,https://www.aljazeera.com/news/2025/6/4/disgusting-abomination-why-is-elon-musk-slamming-trumps-budget-bill
usaid funding,CBS News,Kaia  Hubbard,House to vote on White House request to claw back $9.4 billion in funding,"The House is expected to vote Thursday on White House's rescission package to claw back funding for NPR, PBS, foreign aid.","Washington — The House is expected to vote Thursdayon the White House's rescission package — its formal request to claw back funding for NPR, PBS and international aid that lawmakers had previously a… [+4486 chars]",2025-06-12T10:00:02Z,https://www.cbsnews.com/news/house-vote-rescission-claw-back-9-4-billion-foreign-aid-npr-pbs/
usaid funding,MSNBC,Hayes Brown,Why Senate Republicans might not let Trump give back $9.3 billion,"Trump's effort to codify DOGE cuts to via rescission package could be in trouble in the Senate as funding PBS, NPR, and USAID remains popular with some senators","Last week, House Republicans narrowly passed President Donald Trumps so-called rescissions package. The bill would rescind $9.3 billion in previously appropriated funding, including $1.1 billion from… [+4894 chars]",2025-06-16T10:00:00Z,https://www.msnbc.com/opinion/msnbc-opinion/trump-doge-senate-rescission-bill-rcna212870
usaid funding,Naturalnews.com,Laura Harris,"House passes $9.4 billion rescissions bill slashing NPR, PBS, USAID funding","The U.S. House narrowly approved a bill on June 12 cutting $9.4 billion from public broadcasting and foreign aid, marking the first implementation of recommendations from DOGE. The bill includes $8.3 billion in cuts to USAID programs, such as refugee aid, gen…","<ul><li>The U.S. House narrowly approved a bill on June 12 cutting $9.4 billion from public broadcasting and foreign aid, marking the first implementation of recommendations from DOGE.</li><li>The bi… [+5067 chars]",2025-06-16T06:00:00Z,https://www.naturalnews.com/2025-06-16-house-passes-bill-slashing-npr-pbs-usaid-funding.html
usaid funding,New York Post,Ariel Zilber,Bill Gates pleaded with Marco Rubio to reverse Elon Musk’s DOGE cuts to USAID: report,"Gates, the Microsoft co-founder and philanthropist who has been vocal in his opposition to cuts made by Musk's Department of Government Efficiency.","Bill Gates paid a secret visit to the White House on Friday to personally plead with Secretary of State Marco Rubio to reverse cuts to foreign aid that were spearheaded by tech rival Elon Musk, accor… [+3564 chars]",2025-06-10T14:23:28Z,https://nypost.com/2025/06/10/business/bill-gates-begged-marco-rubio-to-undo-elon-musks-usaid-cuts/
usaid funding,Consequence.net,Jo Vito,Joe Rogan Pisses Off His Audience By Having Bono as a Guest,"Rogan fans were not thrilled about the booking of U2's frontman.
Joe Rogan Pisses Off His Audience By Having Bono as a Guest
Jo Vito","Joe Rogan is used to catching heat for having controversial guests on his podcast, but this week he apparently crossed a line with many of his own fans by interviewing U2 frontman Bono.
The Irish si… [+1551 chars]",2025-05-31T22:45:08Z,https://consequence.net/2025/05/joe-rogan-bono-angry-fans/
usaid funding,Vox,Benjamin Soskis,Bill Gates shows what the end of perpetual philanthropy looks like,"For the last quarter-century, Bill Gates has been the donor behind what has long been one of the nation’s largest private philanthropic foundations, a behemoth that has long dwarfed nearly all other charitable institutions.  The Gates Foundation, in its commi…","For the last quarter-century, Bill Gates has been the donor behind what has long been one of the nations largest private philanthropic foundations, a behemoth that has long dwarfed nearly all other c… [+11755 chars]",2025-05-22T21:43:40Z,https://www.vox.com/future-perfect/414135/bill-gates-foundation-philanthropy-elon-musk-billionaire
usaid funding,ProPublica,by Brett Murphy and Anna Maria Barry-Jester,"Death, Sexual Violence and Human Trafficking: Fallout From U.S. Aid Withdrawal Hits the World’s Most Fragile Locations","by Brett Murphy and Anna Maria Barry-Jester 
 

 
 
 ProPublica is a nonprofit newsroom that investigates abuses of power. Sign up to receive our biggest stories as soon as they’re published.

 

 

 
 



 
American diplomats in at least two countries have r…","ProPublica is a nonprofit newsroom that investigates abuses of power. Sign up to receive our biggest stories as soon as theyre published.
American diplomats in at least two countries have recently d… [+11648 chars]",2025-05-28T18:45:00Z,https://www.propublica.org/article/trump-usaid-malawi-state-department-crime-sexual-violence-trafficking
usaid funding,Forbes,"David Hessekiel, Contributor, 
 David Hessekiel, Contributor
 https://www.forbes.com/sites/davidhessekiel/",Career Advice For Unemployed Social Impact Workers Hit By Federal Cuts,"US government-related layoffs have impacted thousands of public, private & nonprofit workers concerned with social impact. Advice on pivoting to build a new career.",Many people take jobs in the federal government or with organizations that receive government funding because want their work to create positive social impact. Many such workers have been laid off fr… [+4568 chars],2025-06-13T13:36:57Z,https://www.forbes.com/sites/davidhessekiel/2025/06/13/career-advice-for-unemployed-social-impact-workers-hit-by-federal-cuts/
usaid funding,RT,RT,MEPs urge Brussels to cut all funding for Budapest,Members of the European Parliament have urged a full freeze of Hungary’s EU funding for violating ‘values’ Read Full Article at RT.com,Over 20 members of the European Parliament have urged the European Commission to immediately freeze all EU funding to Hungary as a means of putting pressure on Prime Minister Viktor Orban’s governmen… [+2365 chars],2025-05-23T09:30:13Z,https://www.rt.com/news/618035-hungary-eu-funding-letter/
usaid funding,The Daily Caller,Mariane Angela,Mike Benz Reveals Hidden Ties Between Intel Agencies And Ivy League Institutions,"Mike Benz has revealed Thursday a long-standing, covert collaboration between top U.S. intelligence agencies and Ivy League institutions.","Former State Department official Mike Benz revealed Thursday what he said was a long-standing and covert collaboration between top U.S. intelligence agencies and Ivy League institutions.
In his podc… [+3535 chars]",2025-06-06T01:29:58Z,https://dailycaller.com/2025/06/05/mike-benz-intel-agency-ivy-league/
usaid funding,NPR,Elissa Nadworny,All the ways the Trump administration is going after colleges and universities,"In seeking to reshape elite universities, the Trump administration is using several tactics, including freezing federal grants and contracts, and threatening colleges' tax-exempt status.",A federal judge has once again stepped in to block the latest assault on Harvard University by the Trump administration part of a larger escalation in the conflict between the president and elite col… [+10648 chars],2025-06-10T09:00:00Z,https://www.npr.org/2025/06/10/nx-s1-5424450/ways-trump-administration-is-going-after-colleges
usaid funding,MSNBC,Steve Benen,"Codifying DOGE cuts, Republicans vote to claw back foreign aid, NPR and PBS funds","On Capitol Hill, it’s common for lawmakers to approve funding measures, but it’s more unusual to see members un-approve funding through rescissions packages.","On Capitol Hill, its common for lawmakers to approve funding measures, but its far more unusual to see members un-approve funding measures. With this in mind, the latest NBC News report from Capitol … [+3731 chars]",2025-06-13T16:21:08Z,https://www.msnbc.com/rachel-maddow-show/maddowblog/codifying-doge-cuts-republicans-vote-claw-back-foreign-aid-npr-pbs-fun-rcna212887
