keyword,source,author,title,description,content,summary,full_text,publishedAt,url,language
end of USAID,Advocate.com,John Casey,"Was it worth it, Elon? You were a stupid Trump supplicant who sunk like all the know-it-alls before you","I warned him. Right here in this very column
, I said Elon Musk was flying too close to the Trump sun. And that he would be charred. His business and reputation in ruins, and that the damage of Musk being Trump’s DOGE stooge would be irrevocable.","I warned him. Right here in this very column
, I said Elon Musk was flying too close to the Trump sun. And that he would be charred. His business and reputation in ruins, and that the damage of Musk… [+5960 chars]",,,2025-06-06T11:00:03Z,https://www.advocate.com/voices/elon-musk-donald-trump-feud,
end of USAID,The New Republic,The Daily Blast with Greg Sargent,"Transcript: As Trump Tariff Fiasco Worsens, Even Fox News Is Noticing","The following is a lightly edited transcript of the June 9 episode of the Daily Blast podcast. Listen to it here.
Greg Sargent: This is The Daily Blast from The New Republic, produced and presented by the DSR network. I’m your host, Greg Sargent.
The econom…","Sargent: No, no, I think the story is slow boat to recession, right? Isnt that the story? Let me ask you this, though: Isnt the big story ultimately that none of this has to be happening? Right? So D… [+2415 chars]",,,2025-06-09T10:53:22Z,https://newrepublic.com/article/196274/transcript-trump-tariff-fiasco-worsens-even-fox-news-noticing,
end of USAID,MSNBC,Paul Waldman,Elon Musk departs DOGE with a horrific legacy,"Elon Musk’s time with the Department of Government Efficiency has ended, but not before a press availability at the White House alongside President Donald Trump.","Elon Musks government service has supposedly come to an end, with the billionaire decamping to his company town of Starbase, Texas. Except there he was in the Oval Office on Friday, in a press availa… [+5988 chars]",,,2025-05-31T10:00:00Z,https://www.msnbc.com/opinion/msnbc-opinion/elon-musk-leaves-doge-trump-legacy-rcna209823,
end of USAID,TheWrap,Sean Burch,"House Republicans Vote to Slash $1.1 Billion in PBS, NPR Funds","President Trump moves a step closer to clawing back tax dollars previously earmarked for public broadcasters, who he has called ""radical left monsters"" 
The post House Republicans Vote to Slash $1.1 Billion in PBS, NPR Funds appeared first on TheWrap.",The House of Representatives voted 214-212 on Thursday to cut $1.1 billion in funding that had previously been approved for public broadcasters like National Public Radio and Public Broadcasting Syst… [+3741 chars],,,2025-06-12T20:08:16Z,https://www.thewrap.com/house-republicans-vote-slash-pbs-npr-funds/,
end of USAID,Thenation.com,Tom Fawthrop,Why Is an 83-Year-Old Vietnamese Woman Fighting Against Agent Orange and US Corporations in a French Court?,"Tom Fawthrop



Vietnam is still plagued by the toxic legacy of chemical warfare.




The post Why Is an 83-Year-Old Vietnamese Woman Fighting Against Agent Orange and US Corporations in a French Court? appeared first on The Nation.","Vietnam is still plagued by the toxic legacy of chemical warfare.
Edit
Ad Policy
Tran To Nga in Bretigny sur Orge, France on September 13, 2024.(Bastien Oheir and Hans Lucas / AFP via Getty Images… [+10493 chars]",,,2025-05-27T17:00:00Z,https://www.thenation.com/article/world/vietnam-agent-orange-warfare-reparations/,
end of USAID,Mediaite,Michael Luciano,Maggie Haberman Reports Trump’s Inner Circle ‘Happy To See’ Musk Leave,"CNN political analyst Maggie Haberman said Elon Musk's formal departure from the federal government is being met with elation among Trump administration officials.
The post Maggie Haberman Reports Trump’s Inner Circle ‘Happy To See’ Musk Leave first appeared …","CNN political analyst Maggie Haberman said Elon Musk’s formal departure from the federal government is being met with elation among Trump administration officials.
President Donald Trump named Musk … [+2160 chars]",,,2025-05-31T01:08:34Z,https://www.mediaite.com/media/tv/maggie-haberman-says-trumps-inner-circle-happy-to-see-musk-leave/,
end of USAID,Globalresearch.ca,Jill Clark-Gollub,Nicaragua vs. El Salvador: Daniel Ortega Is No Bukele,"Although Ortega and Bukele are both serving consecutive terms, and a Central American polling firm reports that they enjoy high popularity among their respective populations, the two presidents actually offer a study in contrasts.
The post Nicaragua vs. El Sa…","Opposition media from both Nicaragua and El Salvador, along with the Washington Post, Amnesty International, and Human Rights Watch, all vilify  Nicaraguan President Daniel Ortega by equating him wit… [+14060 chars]",,,2025-06-12T13:32:49Z,https://www.globalresearch.ca/daniel-ortega-no-bukele/5890635,
end of USAID,NPR,Patrick Adams,'Neglected tropical diseases' now face even more neglect,"U.S. aid cuts could jeopardize the supply of donated drugs that are hailed for their effectiveness in combating neglected diseases like river blindness, schistosomiasis and trachoma.","For close to two decades, the U.S. Agency for International Development has partnered with countries around the world to combat neglected tropical diseases, or NTDs. The term refers to a group of dis… [+13810 chars]",,,2025-06-05T15:15:13Z,https://www.npr.org/sections/goats-and-soda/2025/06/05/g-s1-70255/neglected-tropical-diseases-usaid-cuts-pharmaceuticals,
end of USAID,BBC News,,New US-backed group says it has begun aid distribution in Gaza,"The Gaza Humanitarian Foundation says Palestinians have collected supplies, though the scale is unclear.","A controversial new aid distribution group backed by the US and Israel has begun working in Gaza.
The Gaza Humanitarian Foundation (GHF) said lorry loads of food had been delivered to secure sites a… [+5295 chars]",,,2025-05-27T09:22:57Z,https://www.bbc.com/news/articles/cev41em3r9lo,
end of USAID,Tomdispatch.com,Alfred W. Mccoy,From USAID to US Harms,"With the Oval Office looking more like a middle school classroom every day, let’s recall the way, once upon a time, we responded to childhood taunts from a playground bully. You remember how it goes. Your nemesis says mockingly that you’re a this-or-that and …","With the Oval Office looking more like a middle school classroom every day, lets recall the way, once upon a time, we responded to childhood taunts from a playground bully. You remember how it goes. … [+17409 chars]",,,2025-05-27T18:29:14Z,https://tomdispatch.com/the-self-liquidation-of-u-s-global-leadership/,
end of USAID,Thenation.com,Ben Schwartz,How the MAGA Movement Is Erasing the Legacy of #MeToo,"Ben Schwartz



Sexual predators are getting free passes from Donald Trump and the right-wing mediasphere. 




The post How the MAGA Movement Is Erasing the Legacy of #MeToo appeared first on The Nation.","Sexual predators are getting free passes from Donald Trump and the right-wing mediasphere. 
Ad Policy
Harvey Weinstein at a preliminary hearing last year for his retrial on rape charges in New York… [+11805 chars]",,,2025-06-04T15:00:00Z,https://www.thenation.com/?post_type=article&p=558640,
end of USAID,The Cut,Danya Issawi,Tesla Drivers Know You’re Judging Them,"Driving a Tesla was once a status symbol. Now, thanks to Elon Musk going full MAGA alongside Donald Trump, it’s seen as cringe.","There are few more jarring sights in New York City than a Cybertruck. Their sharp corners and general air of menace are at odds with the citys other, more charming street trash. My friend Ali told me… [+9711 chars]",,,2025-06-02T11:00:22Z,http://www.thecut.com/article/tesla-drivers-know-youre-judging-them.html,
end of USAID,Americanthinker.com,,The Democratic National Committee is broke and broken,"The leftists I follow on social media are very consistent: It’s the end for Trump and the Republicans. This time (and the phrase “this time” has different meanings every day) it’s all going to end. However, the reality seems t...",The leftists I follow on social media are very consistent: It’s the end for Trump and the Republicans. This time (and the phrase “this time” has different meanings every day) it’s all going to end. H… [+4113 chars],,,2025-06-19T04:00:00Z,https://www.americanthinker.com/blog/2025/06/the_democratic_national_committee_is_broke_and_broken.html,
end of USAID,Boston Herald,Associated Press,Trump gives Elon Musk an Oval Office sendoff,Musk is leaving his position spearheading the Department of Government Efficiency.,"By CHRIS MEGERIAN, Associated Press
WASHINGTON (AP) President Donald Trump bid farewell to Elon Musk in the Oval Office on Friday, providing a cordial conclusion to a tumultuous tenure for the billi… [+2819 chars]",,,2025-05-30T18:31:06Z,https://www.bostonherald.com/2025/05/30/trump-musk-oval-office/,
end of USAID,Chinadigitaltimes.net,Arthur Kaufman,"Polls Show Global Attitudes Towards China Improve, At Expense of U.S.",Numerous public opinion surveys from around the world have highlighted a significant shift in global attitudes towards China. Respondents from countries in both the Global South and Global North have expressed increasingly favorable views towards China and le…,Numerous public opinion surveys from around the world have highlighted a significant shift in global attitudes towards China. Respondents from countries in both the Global South and Global North have… [+7149 chars],,,2025-06-12T06:35:07Z,https://chinadigitaltimes.net/?p=704247,
end of USAID,BBC News,"Bernd Debusmann Jr - BBC News, White House",Five ways the world's richest man changed the White House,The tech billionaire and Doge have spearheaded dramatic changes in the US government and Washington.,Elon Musk's time in the Trump administration is coming to an end after a tempestuous 129 days in which the world's richest man took an axe to government spending - stirring ample controversy along th… [+6611 chars],,,2025-05-30T01:39:42Z,https://www.bbc.com/news/articles/cpd46266vgdo?xtor=AL-72-%5Bpartner%5D-%5Byahoo.north.america%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D,
end of USAID,Globalresearch.ca,Prof Alfred McCoy,The Self-Liquidation of U.S. Global Leadership. “The Blizzard of Bizarre Decisions”. Alfred McCoy,"Gates explained that Musk, as head of his self-created Department of Government Efficiency (DOGE), had decided to put “U.S.A.I.D. in the wood chipper.” 
The post The Self-Liquidation of U.S. Global Leadership. “The Blizzard of Bizarre Decisions”. Alfred McCoy…","With the Oval Office looking more like a middle school classroom every day, lets recall the way, once upon a time, we responded to childhood taunts from a playground bully. You remember how it goes. … [+18351 chars]",,,2025-05-27T13:29:53Z,https://www.globalresearch.ca/self-liquidation-us-global-leadership/5888465,
Trump Cuts Aid To Africa,NPR,Jonathan Lambert,HIV prevention drug hailed as a 'breakthrough' gets FDA approval,"A drug called lenacapavir, administered in two injections a year, offers protection from HIV comparable to daily pills. One looming question: Will it be affordable for lower resource countries?","A drug with the potential to drastically curb the HIV epidemic just cleared its first regulatory hurdle.
On Wednesday, the Food and Drug Administration approved lenacapavir for the prevention of HIV… [+5792 chars]",,,2025-06-18T20:59:00Z,https://www.npr.org/sections/goats-and-soda/2025/06/18/g-s1-73130/hiv-prevention-drug-lenacapavir-fda-breakthrough,
Trump Cuts Aid To Africa,BBC News,,'It's not fair': Other refugees in limbo as US welcomes white South Africans,Refugees from other nations ask why the White House has made an exception for white South Africans.,"Brandon Drenon
Thousands of civilians have been killed by armed militias in recent years, the UN says
A man slept outside in a car park overnight in Kenya with his wife and infant son in January, c… [+7639 chars]",,,2025-05-24T23:10:45Z,https://www.bbc.com/news/articles/czellw10ejdo,
Trump Cuts Aid To Africa,Forbes,"Christine Ro, Contributor, 
 Christine Ro, Contributor
 https://www.forbes.com/sites/christinero/",Can Improving Taxation In Africa Help Meet Health Needs?,Foreign aid cuts have increased the urgency Of taxation. The Africa CDC is urging African countries to fund their health sectors through improved and increased taxation.,"Waiting for malaria vaccination in Uganda's Apac District (Photo by Hajarah Nalwadda)
Getty Images
In Sierra Leone, there was a time when people were so happy to pay local taxes, says Joanna Favour… [+12103 chars]",,,2025-06-20T07:00:00Z,https://www.forbes.com/sites/christinero/2025/06/20/can-improving-taxation-in-africa-help-fill-health-needs/,
Trump Cuts Aid To Africa,Al Jazeera English,Al Jazeera,Has DOGE really saved the US government $180bn?,"Elon Musk first claimed the department would make savings of $2 trillion, but what do the figures really show?",President Donald Trump and adviser Elon Musk celebrated their efforts to slash federal spending before Musk stepped away from his White House work. Musk wore a black DOGE hat over a bruised right eye… [+11355 chars],,,2025-06-06T11:21:51Z,https://www.aljazeera.com/news/2025/6/6/has-doge-really-saved-the-us-government-180bn,
Trump Cuts Aid To Africa,Grist,"Graham Lee Brewer, The Associated Press",Cuts to USAID severed longstanding American support for Indigenous peoples around the world,"Without U.S. funding, Indigenous communities in Peru and elsewhere face increasing threats to their land, livelihoods, and human rights.","This story was published in partnership with The Associated Press.
Miguel Guimaraes Vásquez fought for years to protect his homeland in the Peruvian Amazon from deforestation related to the cocaine … [+7870 chars]",,,2025-06-04T14:00:00Z,http://grist.org/indigenous/cuts-to-usaid-severed-longstanding-american-support-for-indigenous-people-in-the-amazon/,
Trump Cuts Aid To Africa,The Daily Caller,Natalie Sandoval,"Four Gay Africans Get HIV, Legacy Media Blames Trump","'Trump aid cuts deal a blow to HIV prevention in Africa,' reads a Reuters byline","Readers,
Instead of sucking up to the political and corporate powers that dominate America, The Daily Caller is fighting for you our readers. We humbly ask you to consider joining us in this fight.… [+3565 chars]",,,2025-06-20T17:04:06Z,https://dailycaller.com/2025/06/20/reuters-donald-trump-hiv-aids-africa-nigeria-usaid-foreign/,
Trump Cuts Aid To Africa,Al Jazeera English,Shola Lawal,Why are humanitarian crises in African countries so ignored?,The latest Most Neglected Crises report on world's most invisible humanitarian emergencies lists African nations first.,"African countries have again topped the list of the worlds most ignored crises, with nearly all of the worst-funded humanitarian challenges located in the continent in 2024, according to a new study … [+12532 chars]",,,2025-06-03T08:05:37Z,https://www.aljazeera.com/news/2025/6/3/why-are-humanitarian-crises-in-african-countries-so-ignored,
Trump Cuts Aid To Africa,Yahoo Entertainment,,Trump aid cuts deal a blow to HIV prevention in Africa,,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+714 chars]",,,2025-06-20T06:04:56Z,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_1b50c744-0c91-4bfb-9707-578e0ef9d8ff,
Trump Cuts Aid To Africa,Nakedcapitalism.com,Yves Smith,Trump’s Liquidation of U.S Global Leadership,Some geopolitical aspects of how Trump's mazimixation of his personal power comes at the expense of the US,"Yves here, It is striking to see the degree to which Trump is all about maximizing his shows of personal power, no matter what it costs the US economically or in terms of international position. What… [+18838 chars]",,,2025-05-27T07:00:05Z,https://www.nakedcapitalism.com/2025/05/trumps-liquidation-of-u-s-global-leadership.html,
Trump Cuts Aid To Africa,Thenation.com,Alfred McCoy,President Trump Is Demolishing America’s Global Soft Power,"Alfred McCoy



Trump’s sharp cuts to humanitarian aid will ensure that the United States’ soft power crumbles, doing lasting damage to its international standing.




The post President Trump Is Demolishing America’s Global Soft Power appeared first on The…","Trumps sharp cuts to humanitarian aid will ensure that the United States soft power crumbles, doing lasting damage to its international standing.
Ad Policy
Employees and supporters protest outside … [+17643 chars]",,,2025-06-03T09:00:00Z,https://www.thenation.com/?post_type=article&p=558356,
Trump Cuts Aid To Africa,New York Post,Ariel Zilber,Bill Gates pleaded with Marco Rubio to reverse Elon Musk’s DOGE cuts to USAID: report,"Gates, the Microsoft co-founder and philanthropist who has been vocal in his opposition to cuts made by Musk's Department of Government Efficiency.","Bill Gates paid a secret visit to the White House on Friday to personally plead with Secretary of State Marco Rubio to reverse cuts to foreign aid that were spearheaded by tech rival Elon Musk, accor… [+3564 chars]",,,2025-06-10T14:23:28Z,https://nypost.com/2025/06/10/business/bill-gates-begged-marco-rubio-to-undo-elon-musks-usaid-cuts/,
Trump Cuts Aid To Africa,ProPublica,by Brett Murphy and Anna Maria Barry-Jester,"Death, Sexual Violence and Human Trafficking: Fallout From U.S. Aid Withdrawal Hits the World’s Most Fragile Locations","by Brett Murphy and Anna Maria Barry-Jester 
 

 
 
 ProPublica is a nonprofit newsroom that investigates abuses of power. Sign up to receive our biggest stories as soon as they’re published.

 

 

 
 



 
American diplomats in at least two countries have r…","ProPublica is a nonprofit newsroom that investigates abuses of power. Sign up to receive our biggest stories as soon as theyre published.
American diplomats in at least two countries have recently d… [+11648 chars]",,,2025-05-28T18:45:00Z,https://www.propublica.org/article/trump-usaid-malawi-state-department-crime-sexual-violence-trafficking,
Trump Cuts Aid To Africa,Nakedcapitalism.com,Conor Gallagher,Links 5/26/2025,"Our salubrious daily links. Did Ukraine attempt to kill Putin? Crypto to the rescue for the dollar? And can your AI alert authorities for ""immoral"" behavior?","Cub found alone in US woods now being raised by wildlife staff in bear costumes The Guardian
Colossal scientist now admits they havent really made dire wolves New Scientist
Climate/Environment
Tor… [+8393 chars]",,,2025-05-26T10:55:52Z,https://www.nakedcapitalism.com/2025/05/links-5-26-2025.html,
Trump Cuts Aid To Africa,Daily Signal,Elizabeth Troutman Mitchell,EXCLUSIVE: State Department Rebuts Democrat Claims That AIDS Program Isn’t Operational,"FIRST ON THE DAILY SIGNAL—Congressional Democrats, with the help of corporate media, are pushing a false narrative about the Trump administration’s cuts to foreign aid... Read More
The post EXCLUSIVE: State Department Rebuts Democrat Claims That AIDS Program …","FIRST ON THE DAILY SIGNALCongressional Democrats, with the help of corporate media, are pushing a false narrative about the Trump administration’s cuts to foreign aid programs, according to informati… [+3701 chars]",,,2025-06-11T14:00:00Z,https://www.dailysignal.com/2025/06/11/exclusive-state-department-rebuts-democrat-claims-that-aids-program-isnt-operational/,
Trump Cuts Aid To Africa,CBC News,,"Radio Free Asia reporters sought safety in U.S. Now, they fear they're in danger","For decades, U.S. presidents proclaimed a mission to spread democracy, but Trump is now slashing such initiatives. That has put staff at Radio Free Asia, a news service that has angered Asia's autocracies, at risk of losing more than just their jobs.","An ongoing U.S. retreat from defending liberal democracy has left some allies in danger of being exposed, stranded on a metaphorical battlefield.
Under U.S. President Donald Trump's hard-nosed forei… [+10053 chars]",,,2025-05-29T08:00:00Z,https://www.cbc.ca/news/world/radio-free-asia-cuts-1.7542901,
Trump Cuts Aid To Africa,Breitbart News,"John Nolte, John Nolte",Nolte: Reuters Blames Trump for Four Gay Men in Africa Testing Positive for HIV,"Four gay men in Africa had unprotected sex, and the far-left Reuters is blaming President Trump for them testing positive for HIV.
The post Nolte: Reuters Blames Trump for Four Gay Men in Africa Testing Positive for HIV appeared first on Breitbart.","Four gay men in Africa had unprotected sex, and the far-left Reuters is blaming President Trump for them testing positive for HIV.
This is really something:
Headline: Trump aid cuts deal a blow to … [+2655 chars]",,,2025-06-20T16:58:58Z,https://www.breitbart.com/the-media/2025/06/20/nolte-reuters-blames-trump-for-four-gay-men-in-africa-testing-positive-for-hiv/,
Trump Cuts Aid To Africa,BBC News,,Starvation alert as children fill Kenya refugee ward after US aid cuts,"A UN official warns that hundreds of thousands in the sprawling camp are ""slowly starving"".","Hundreds of thousands of people are ""slowly starving"" in Kenyan refugee camps after US funding cuts reduced food rations to their lowest ever levels, a United Nations official has told the BBC. 
The… [+4717 chars]",,,2025-06-12T04:53:29Z,https://www.bbc.com/news/articles/c1dew7zyg49o,
Trump Cuts Aid To Africa,Daily Signal,Bradley Devlin,‘NO EXCUSE’: Republicans Must Put Their Money Where Their Mouth Is and Pass DOGE Cuts,"There has never been a more appropriate application of the phrase “put your money where your mouth is” than the vote House Republicans are preparing... Read More
The post ‘NO EXCUSE’: Republicans Must Put Their Money Where Their Mouth Is and Pass DOGE Cuts ap…",There has never been a more appropriate application of the phrase put your money where your mouth is than the vote House Republicans are preparing to take this afternoon on the $9.4 billion rescissio… [+4817 chars],,,2025-06-12T17:41:21Z,https://www.dailysignal.com/2025/06/12/no-excuse-republicans-must-put-their-money-where-their-mouth-is-and-pass-doge-cuts/,
Trump Cuts Aid To Africa,Nakedcapitalism.com,Yves Smith,Links 6/10/2025,"Our tempestuous daily links: Sly Stone RIP, moar Covid bad news, Trump sends Marines to LA, Starmer fuel subsidy 180, China big sea exercise, Iran's Israel data harvest, RFK, Jr. fires CDC vaccine staff, unions v. ICE, landmark UK AI suit, US consumer debt cr…","The Dogs of Chernobyl Are Experiencing Rapid Evolution, Study Suggests Popular Mechanics
The Rise and Fall of Sly Stone Ted Gioia
Who are you calling over-the-hill? The truth about cognitive peaks … [+8807 chars]",,,2025-06-10T10:55:50Z,https://www.nakedcapitalism.com/2025/06/links-6-10-2025.html,
Trump Cuts Aid To Africa,Juancole.com,Alfred W. McCoy,Starving Babies: The Self-Liquidation of U.S. Global Soft Power,"( Tomdispatch.com ) - With the Oval Office looking more like a middle school classroom every day, let’s recall the way, once upon a time, we responded to childhood taunts from a playground bully. You remember how it goes. Your nemesis says mockingly that you’…","( Tomdispatch.com ) – With the Oval Office looking more like a middle school classroom every day, let’s recall the way, once upon a time, we responded to childhood taunts from a playground bully. You… [+17438 chars]",,,2025-05-26T04:04:16Z,https://www.juancole.com/2025/05/starving-babies-liquidation.html,
Trump Cuts Aid To Africa,CBS News,Sarah  Carter,Trump's travel ban is fueling anxiety even in a country not on the list,"Trump's move to bar U.S. entry for nationals from 12 countries has people even in an unlisted nation wondering if ""Americans just don't like us anymore.""","Johannesburg — On most mornings, dozens of people line up and wait for appointments outside the U.S. Consulate in Johannesburg, South Africa, many seeking applications for visas to travel to the U.S.… [+7075 chars]",,,2025-06-05T13:49:49Z,https://www.cbsnews.com/news/trumps-travel-ban-fuels-anxiety-in-south-africa-even-though-its-not-on-the-list/,
Trump Cuts Aid To Africa,Mediaite,Zachary Leeman,Joe Rogan Admits Trump USAID Cuts Went Too Far In Bono Debate: ‘Got To Be a Way To Keep Aid and Not Fraud’,"Joe Rogan called USAID a ""money laundering operation,"" but admitted in a discussion with Bono that President Donald Trump's cuts may have been too hasty.
The post Joe Rogan Admits Trump USAID Cuts Went Too Far In Bono Debate: ‘Got To Be a Way To Keep Aid and …","Podcaster Joe Rogan called USAID a “money laundering operation,” but admitted in a discussion with rock legend Bono that President Donald Trump’s cuts may have been too hasty.
The U2 frontman and hu… [+2689 chars]",,,2025-05-31T19:25:57Z,https://www.mediaite.com/media/podcasts/joe-rogan-admits-trump-usaid-cuts-went-too-far-in-bono-debate-got-to-be-a-way-to-keep-aid-and-not-fraud/,
Trump Cuts Aid To Africa,Boston Herald,Associated Press,Food rations are halved in one of Africa’s largest refugee camps after US aid cuts,The Trump admin paused support for the U.N. World Food Program in March.,"By EVELYNE MUSAMBI
KAKUMA, Kenya (AP) Martin Komol sighs as he inspects his cracked, mud-walled house that is one rain away from fully collapsing. Nothing seems to last for him and 300,000 other ref… [+4376 chars]",,,2025-06-20T15:10:00Z,https://www.bostonherald.com/2025/06/20/kenya-refugees-hunger/,
Trump Cuts Aid To Africa,BBC News,"Bernd Debusmann Jr - BBC News, White House",Five ways the world's richest man changed the White House,The tech billionaire and Doge have spearheaded dramatic changes in the US government and Washington.,Elon Musk's time in the Trump administration is coming to an end after a tempestuous 129 days in which the world's richest man took an axe to government spending - stirring ample controversy along th… [+6611 chars],,,2025-05-30T01:39:42Z,https://www.bbc.com/news/articles/cpd46266vgdo?xtor=AL-72-%5Bpartner%5D-%5Byahoo.north.america%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D,
Trump Cuts Aid To Africa,The Cut,Cat Zhang,"‘The People That I Know In Gaza, They’re Starving’",CUNY students join peers around the country in hunger striking to try to force their administration to divest from companies backing Israel’s war in Gaza.,"The people that I know in Gaza, theyre starving, Angela, a bartender and Ph.D. candidate at the City University of New York, tells me. Its a Tuesday afternoon at the end of May, and in an hour, she a… [+8622 chars]",,,2025-06-03T11:00:35Z,http://www.thecut.com/article/cuny-students-hunger-strike-gaza.html,
Trump Cuts Aid To Africa,NBC News,Elizabeth Robinson,Trump travel ban on 12 countries and Harvard international student visas threatened: Morning Rundown,Donald Trump announced a ban on nationals from 12 countries from entering the United States.,Donald Trump announced a ban on nationals from 12 countries from entering the United States. An impending pause to the Jobs Corps program puts thousands of students in limbo. And current and former t… [+9396 chars],,,2025-06-05T11:09:42Z,https://www.nbcnews.com/news/us-news/trump-travel-ban-harvard-international-student-visas-morning-rundown-rcna211112,
Trump Cuts Aid To Africa,BBC News,,Five ways the world's richest man changed the White House,The tech billionaire and Doge have spearheaded dramatic changes in the US government and Washington.,"Bernd Debusmann Jr
A chainsaw, two hats and Lil X: Musk's eventful time at Doge
Elon Musk's time in the Trump administration is coming to an end after a tempestuous 129 days in which the world's ri… [+6480 chars]",,,2025-05-29T21:18:49Z,https://www.bbc.com/news/articles/cpd46266vgdo,
Trump Cuts Aid To Africa,MSNBC,Steve Benen,"As DHS issues security warning, Team Trump’s counterterrorism record raises concerns","It’s difficult to predict the scope of Iran's possible retaliation against the United States in the wake of Saturday’s military strikes against Iranian nuclear targets, but the day after the U.S. offensive, NBC News reported on a new domestic security warning","Its difficult to predict the scope of Iran's possible retaliation against the United States in the wake of Saturdays military strikes against Iranian nuclear targets, but the day after the U.S. offen… [+4251 chars]",,,2025-06-23T16:51:31Z,https://www.msnbc.com/rachel-maddow-show/maddowblog/dhs-issues-security-warning-team-trumps-counterterrorism-record-raises-rcna214529,
Trump Cuts Aid To Africa,Thenation.com,"Steven Yoder, Felicia Mello, Alexandra Villarreal, Miles MacClure",How Trump Is Transforming Higher Education: The View from 4 Campuses,"Steven Yoder, Felicia Mello, Alexandra Villarreal, Miles MacClure



At universities in California, Illinois, Louisiana, and Texas, students report changes to clubs, diminished research opportunities, and fears for international students’ safety.




The po…","At universities in California, Illinois, Louisiana, and Texas, students report changes to clubs, diminished research opportunities, and fears for international students safety.
Ad Policy
People wal… [+27298 chars]",,,2025-06-15T08:45:00Z,https://www.thenation.com/article/society/trump-higher-education-california-illinois-louisiana-texas/,
Trump Cuts Aid To Africa,Fortune,"Lauran Neergaard, The Associated Press",U.S. approves twice-a-year shot to prevent HIV but cuts to public health and foreign aid cloud its prospects,"The shot made by Gilead Sciences nearly eliminated new infections in two groundbreaking studies of people at high risk, better than daily preventive pills they can forget to take.","The U.S. has approved the worlds only twice-a-year shot to prevent HIV, the first step in an anticipated global rollout that could protect millions although its unclear how many in the U.S. and abroa… [+5356 chars]",,,2025-06-19T10:11:21Z,https://fortune.com/2025/06/19/us-approves-twice-year-shot-prevent-hiv-gilead-public-health-foreign-aid/,
Trump Cuts Aid To Africa,Globalresearch.ca,Prof Alfred McCoy,The Self-Liquidation of U.S. Global Leadership. “The Blizzard of Bizarre Decisions”. Alfred McCoy,"Gates explained that Musk, as head of his self-created Department of Government Efficiency (DOGE), had decided to put “U.S.A.I.D. in the wood chipper.” 
The post The Self-Liquidation of U.S. Global Leadership. “The Blizzard of Bizarre Decisions”. Alfred McCoy…","With the Oval Office looking more like a middle school classroom every day, lets recall the way, once upon a time, we responded to childhood taunts from a playground bully. You remember how it goes. … [+18351 chars]",,,2025-05-27T13:29:53Z,https://www.globalresearch.ca/self-liquidation-us-global-leadership/5888465,
Trump Cuts Aid To Africa,Mattlakeman.org,,Notes on Tunisia,"I spent almost three weeks in Tunisia, visiting the cities of Tunis, Bizerte, El Kef, Tozeur, Tataouine, El Jem, Sfax, Sousse, Monastir, Kairouan, and a few smaller towns in between. At first, I th…","I spent almost three weeks in Tunisia, visiting the cities of Tunis, Bizerte, El Kef, Tozeur, Tataouine, El Jem, Sfax, Sousse, Monastir, Kairouan, and a few smaller towns in between.
At first, I tho… [+155907 chars]",,,2025-05-29T20:53:39Z,https://mattlakeman.org/2025/05/29/notes-on-tunisia/,
Trump Cuts Aid To Africa,Defense One,Ben Watson,"The D Brief: Aid cuts hinder AFRICOM; Fighter-jet warning; State cuts, detailed; Army’s recruiting success; And a bit more.",,"After Trump pulled aid to allied countries, AFRICOM asks for help deterring terrorism. U.S. Africa Command, which does everything from helping the Somalian military target strikes on al-Shabaab to se… [+9791 chars]",,,2025-05-30T15:05:48Z,https://www.defenseone.com/threats/2025/05/the-d-brief-may-30-2025/405699/,
Trump Cuts Aid To Africa,Dianeravitch.net,dianeravitch,Glenn Kessler Fact-Checks Rubio-Vance Lies About Foreign Aid,"Glenn Kessler is the fact-checker for The Washington Post. He wrote: “There are all these humanitarian programs, where we sent money to people for medicine, for food, okay? What I thought, before I got into government, what most Americans think is, okay, so w…","Glenn Kessler is the fact-checker for The Washington Post. 
He wrote: 
There are all these humanitarian programs, where we sent money to people for medicine, for food, okay? What I thought, before … [+9791 chars]",,,2025-06-19T15:00:00Z,https://dianeravitch.net/2025/06/19/glenn-kessler-fact-checks-rubio-vance-lies-about-foreign-aid/,
Trump Cuts Aid To Africa,Newsweek,James Bickerton,Bono Sparks MAGA Backlash After Joe Rogan Appearance,"Bono repeated a claim that President Donald Trump's USAID cuts may have been a factor in 300,000 deaths.",Irish rock star Bono has come under fire from supporters of President Donald Trump's Make America Great Again (MAGA) movement after citing an academic who said the administration's cuts to the U.S. A… [+3585 chars],,,2025-05-31T13:42:26Z,https://www.newsweek.com/bono-sparks-maga-backlash-during-joe-rogan-appearance-2079295,
